id,accountNumber,agentId,cpuType,hostName,hypervisor,osName,osVersion,smBiosId,type,state,creationTimeStamp,lastModifiedTimeStamp,agentProvidedTimeStamp
d-server-097fd19dc6c683bab,049450565398,,vCPU,MIDUSSECSVN01PD.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42011c1d-7e11-bd51-faea-cee513a353b3,VMWARE_VM,ACTIVE,2018-06-22 17:18:30,2018-09-20 14:52:42,
d-server-0181545674e7fa5e2,049450565398,,vCPU,,VMware ESXi,,Microsoft Windows Server 2012 (64-bit),4201a25f-8fe6-0817-6333-d1bac2475d8e,VMWARE_VM,ACTIVE,2018-06-22 17:17:15,2018-09-20 14:52:37,
d-server-03e58f7d1ce56c2bf,049450565398,,vCPU,NAIDCNSRELAY1.global.com,VMware ESXi,,Microsoft Windows Server 2008 R2 (64-bit),42014913-fe87-5928-29ad-46917352a78b,VMWARE_VM,ACTIVE,2018-06-22 17:18:24,2018-07-31 14:57:21,
d-server-0270a58b21a6af41c,049450565398,,vCPU,,VMware ESXi,,FreeBSD (64-bit),42014d48-41d2-ea95-81dc-511bb14458e8,VMWARE_VM,ACTIVE,2018-06-22 17:18:33,2018-09-20 14:52:41,
d-server-06831e7a468469e35,049450565398,,vCPU,,VMware ESXi,,Ubuntu Linux (64-bit),4201371b-b55c-ff66-fb86-9d70fe302524,VMWARE_VM,ACTIVE,2018-06-22 17:18:24,2018-07-31 14:57:21,
d-server-023e88ddce1f2f1e8,049450565398,,vCPU,JER-OHGRPS01.sscg.local,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42017116-5145-c7ad-79a2-b5a18f28f38f,VMWARE_VM,ACTIVE,2018-06-22 17:17:23,2018-09-20 14:52:40,
d-server-01be8cee2b8142761,049450565398,,vCPU,na-us-idc7.extnet.ext,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),420109f6-7c8e-ab75-f793-c0b87e43bcab,VMWARE_VM,ACTIVE,2018-06-22 17:18:24,2018-09-20 14:52:42,
d-server-07e9a155349c3614d,049450565398,,vCPU,,VMware ESXi,,Microsoft Windows Server 2012 (64-bit),4201a1f3-223d-6821-7cb8-945ee7032c48,VMWARE_VM,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:30,
d-server-06e7d7ba19684ff98,049450565398,,vCPU,CTXUSSECDSK05PD.global.com,VMware ESXi,windowsGuest,windows9Server64Guest,42013031-7e69-4748-8d09-5c8c26a4891e,VMWARE_VM,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:33,
d-server-003247fa64556b2ea,049450565398,,Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,,VMware ESXi,vmnix-x86,VMware ESXi 5.5.0 build-3116895,37383438-3633-584d-5136-313430334331,VMWARE_HOST,ACTIVE,2018-06-22 17:17:13,2018-09-20 14:52:43,
d-server-0bd63a1dd9e051700,049450565398,,vCPU,rmprint.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2003 Standard (32-bit),564d19c7-9dfe-b282-b4c5-5ebc78734710,VMWARE_VM,ACTIVE,2018-06-22 17:17:22,2018-09-20 14:52:40,
d-server-0d050189d9a417e88,049450565398,,vCPU,NA-US-LA7.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201fa19-192c-5aa9-b4d9-ed85490f9105,VMWARE_VM,ACTIVE,2018-06-22 17:17:16,2018-09-20 14:52:42,
d-server-03eb46e3fd26f456d,049450565398,,vCPU,ADCUSLAGWR201PD.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201eb4f-36b2-752d-9ff0-aba28a914487,VMWARE_VM,ACTIVE,2018-06-22 17:17:16,2018-09-20 14:52:40,
d-server-02f17fd7d0e9c34f7,049450565398,,vCPU,SFWebTest1.global.com,VMware ESXi,windowsGuest,Microsoft Windows 7 (64-bit),420118cb-d743-89b9-c36d-47393f36d1f0,VMWARE_VM,ACTIVE,2018-06-22 17:18:34,2018-09-20 14:53:33,
d-server-07893d2e78703869f,049450565398,,vCPU,NAIDCCOGSYS.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),564dea56-43f3-daf5-0137-d86062b2c429,VMWARE_VM,ACTIVE,2018-06-22 17:18:25,2018-09-20 14:52:37,
d-server-0c929c9564c961f3b,049450565398,,vCPU,NAIDCCTXSF.global.com,VMware ESXi,,,42015286-1037-d809-12a1-cac6828b69b5,VMWARE_VM,ACTIVE,2018-06-22 17:18:25,2018-07-10 13:36:03,
d-server-0d1d297037eeb7e0f,049450565398,,vCPU,TORBACKUP.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),42018aef-4529-d43e-905f-8f261536b9df,VMWARE_VM,ACTIVE,2018-06-22 17:17:14,2018-09-20 14:52:41,
d-server-0ee536958dedb75d1,049450565398,,vCPU,NA-CA-TOR2.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),564d7ff4-eec0-091f-a649-e59281772e8e,VMWARE_VM,ACTIVE,2018-06-22 17:17:14,2018-09-20 14:52:42,
d-server-088c7fdb64def7891,049450565398,,vCPU,sogsnj-ps01.OBS.PVT,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42019d1d-ffc6-7e2c-8a7c-ea9057f9c3f7,VMWARE_VM,ACTIVE,2018-06-22 17:17:23,2018-09-20 14:52:40,
d-server-00839b2d8d3e0b8fc,049450565398,,vCPU,WIN-S6RJ4424HP7,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),42014dfa-f5d5-0570-aa89-515aaa2f1cb8,VMWARE_VM,ACTIVE,2018-06-22 17:18:28,2018-09-20 14:52:43,
d-server-0520e80c89935c0f6,049450565398,,vCPU,NAIDCSCOM.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),4201e8be-15d6-7bc8-0be7-971b6800be7d,VMWARE_VM,ACTIVE,2018-06-22 17:18:29,2018-09-20 14:52:41,
d-server-06ac918075490708e,049450565398,,vCPU,ToucheAltiris.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201eec1-c6b7-fb88-d202-c464b26a7ab7,VMWARE_VM,ACTIVE,2018-06-22 17:17:14,2018-09-20 14:52:41,
d-server-07b3d56070d747447,049450565398,,vCPU,NA-US-DET1.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),4201540e-6d38-afbe-43b7-6daf4e8f548b,VMWARE_VM,ACTIVE,2018-06-22 17:17:21,2018-09-20 14:52:40,
d-server-0256a00fdf93699fa,049450565398,,vCPU,CTXUSSECDSK03PD.global.com,VMware ESXi,windowsGuest,windows9Server64Guest,42011fcf-fb55-5602-70cc-eecd6ecdd72f,VMWARE_VM,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:33,
d-server-0d675ccdd943a4ecc,049450565398,,vCPU,NAIDCUNIFLOW01.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201d33b-276f-98d4-f718-b89287192356,VMWARE_VM,ACTIVE,2018-06-22 17:18:29,2018-09-20 14:52:41,
d-server-0df465c530e0a3e73,049450565398,,vCPU,nycapps,VMware ESXi,,Microsoft Windows Server 2003 Standard (32-bit),42010db2-2285-bebf-41f5-6bfd8cf6e7de,VMWARE_VM,ACTIVE,2018-06-22 17:17:18,2018-09-05 17:35:03,
d-server-0917fdc8506c73ace,049450565398,,vCPU,NAIDCOBFILE.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42015c9d-3a8a-2e67-ed66-4098aedb9e4b,VMWARE_VM,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:33,
d-server-0b62070789b59d221,049450565398,,vCPU,NAIDCSMDW.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),420153f2-fff7-1b35-1ce7-b15040325c9b,VMWARE_VM,ACTIVE,2018-06-22 17:18:30,2018-09-20 14:52:42,
d-server-05c6a1582cf4e3f9d,049450565398,,vCPU,mscgdc03.nyc16w22.hsbgroup.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),420169a3-bbb4-7726-2c6e-121f0fef00c7,VMWARE_VM,ACTIVE,2018-06-22 17:17:24,2018-09-20 14:52:40,
d-server-0fe1cea9692241b05,049450565398,,vCPU,NAIDCAXDEV8v.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201f205-54b0-6f7a-e58f-f1afd280be24,VMWARE_VM,ACTIVE,2018-06-22 17:18:24,2018-09-20 14:52:43,
d-server-0df465c530e0a3e73,049450565398,,vCPU,NYCINTERACTIVE.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42011857-e04a-01ce-9743-1ba9e07f78c5,VMWARE_VM,ACTIVE,2018-06-22 17:18:34,2018-09-05 17:36:01,
d-server-0d6c9dd92d4cd9209,049450565398,,vCPU,LAOMDEALTIRIS.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201ef46-5cbd-dde3-7595-06a8d632ecd3,VMWARE_VM,ACTIVE,2018-06-22 17:17:21,2018-09-20 14:52:39,
d-server-0055d4b66dd74865f,049450565398,,vCPU,NYCOBDEVIDOL.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42017c8b-8471-0d46-f905-d5762bd8da18,VMWARE_VM,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:33,
d-server-0b6a57c7fdca991eb,049450565398,,vCPU,NAIDCRESEARCH.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201b191-f970-1905-4d4d-eea7013bff2a,VMWARE_VM,ACTIVE,2018-06-22 17:17:17,2018-09-20 14:52:42,
d-server-0c2ec495010d76bc2,049450565398,,vCPU,NAIDCCWSAND,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201d5a4-a8e7-009b-ad86-1a8e4285b28d,VMWARE_VM,ACTIVE,2018-06-22 17:18:30,2018-09-20 14:53:31,
d-server-02f0d473a936fbaa2,049450565398,,vCPU,NA-US-MIA1.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),42016535-3715-fd3c-ac67-26566e9d310b,VMWARE_VM,ACTIVE,2018-06-22 17:17:17,2018-09-04 14:37:58,
d-server-007dd54f6494e68d9,049450565398,,vCPU,nycweb2.omd.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2003 Standard (32-bit),564de971-1341-c6df-a837-8821503809f5,VMWARE_VM,ACTIVE,2018-06-22 17:17:17,2018-09-20 14:52:42,
d-server-0a5698dec75532956,049450565398,,vCPU,NAIDCCOGFE1V.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 (32-bit),564da3d5-8ae7-fb05-73fd-859893698fc4,VMWARE_VM,ACTIVE,2018-06-22 17:18:26,2018-09-20 14:52:43,
d-server-08c0b3303f5062cc1,049450565398,,vCPU,TORCENTRAL2.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201f5e2-c72a-aea3-a082-f929136219c8,VMWARE_VM,ACTIVE,2018-06-22 17:17:14,2018-09-20 14:52:41,
d-server-0a35c89155d6e5068,049450565398,,vCPU,ChiNetsus,VMware ESXi,linuxGuest,Ubuntu Linux (64-bit),42015ce7-fdf1-0725-37ca-b865141255ed,VMWARE_VM,ACTIVE,2018-06-22 17:17:22,2018-09-20 14:52:40,
d-server-0deb2a6d1ed90cfa4,049450565398,,vCPU,,VMware ESXi,,Microsoft Windows Server 2012 (64-bit),42010584-2928-8f7b-31e1-51627255911f,VMWARE_VM,ACTIVE,2018-06-22 17:18:30,2018-09-20 14:52:38,
d-server-0ff0b163386d91e72,049450565398,,vCPU,NAIDCSCCMDP01.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201d37e-84c3-d0bf-ccf7-e2a996d97af8,VMWARE_VM,ACTIVE,2018-06-22 17:18:29,2018-09-20 14:52:41,
d-server-042444e05799d74f7,049450565398,,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,,VMware ESXi,vmnix-x86,VMware ESXi 5.5.0 build-2718055,30303038-3337-584d-5135-333430353656,VMWARE_HOST,ACTIVE,2018-06-22 17:17:14,2018-09-20 14:52:39,
d-server-0d5bf8ad4227fa456,049450565398,,vCPU,TORD-APPLEPC1.global.com,VMware ESXi,windowsGuest,Microsoft Windows 7 (64-bit),564dd765-030f-77e1-2d5a-a56942d7c383,VMWARE_VM,ACTIVE,2018-06-22 17:17:14,2018-09-20 14:52:40,
d-server-0b43aadae9f86f58f,049450565398,,"AMD Opteron(TM) Processor 6276                 ",,VMware ESXi,vmnix-x86,VMware ESXi 5.5.0 build-2718055,30353536-3638-4d32-3232-303730335752,VMWARE_HOST,ACTIVE,2018-06-22 17:17:13,2018-09-20 14:52:39,
d-server-008f501ce5f5ec1b6,049450565398,,vCPU,CTXUSSECDSK02PD.global.com,VMware ESXi,windowsGuest,windows9Server64Guest,420143a9-40b7-cfad-4a78-722117e446e4,VMWARE_VM,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:33,
d-server-044dea50ecab46301,049450565398,,vCPU,,VMware ESXi,,Microsoft Windows Server 2012 (64-bit),4201ffec-5466-054f-8f4f-f3e6327c86e9,VMWARE_VM,ACTIVE,2018-06-22 17:18:35,2018-09-20 14:53:31,
d-server-0fd166a47601ca433,049450565398,,vCPU,PHDTORDHCP2.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201a2c8-1bd4-002f-0ad0-889ac63b0e57,VMWARE_VM,ACTIVE,2018-06-22 17:18:33,2018-09-20 14:53:34,
d-server-0c8fb440ccbadf5de,049450565398,,vCPU,LACENTRAL2.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201ceeb-f7b4-301e-5873-f7b451c624d3,VMWARE_VM,ACTIVE,2018-06-22 17:17:16,2018-09-20 14:52:41,
d-server-0dbab54b438185d36,049450565398,,vCPU,LABDHCP.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201a55c-e5e1-3388-6281-96a8b59fa896,VMWARE_VM,ACTIVE,2018-06-22 17:17:16,2018-09-20 14:52:42,
d-server-0a76363f1038a4115,049450565398,,vCPU,NAIDCCTX-1B.global.com,VMware ESXi,,,4201c903-de2f-019e-7fa1-c85a98877430,VMWARE_VM,ACTIVE,2018-06-22 17:18:25,2018-07-10 13:36:03,
d-server-09f6c518063d7a455,049450565398,,vCPU,IISUSIDCEMP01PD.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201e25f-7d04-03e6-f2da-0b705b892b9e,VMWARE_VM,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:33,
d-server-0fc20023681bc341a,049450565398,,vCPU,APPUSSECVAR04PD.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201b6aa-4c54-ddf6-b3a1-fcd3f776dec8,VMWARE_VM,ACTIVE,2018-06-22 17:18:35,2018-09-20 14:52:41,
d-server-0685a9fc37ae5620d,049450565398,,vCPU,NAIDCESM01,VMware ESXi,,Microsoft Windows Server 2012 (64-bit),42018971-85b9-8f49-576f-64242bcb0803,VMWARE_VM,ACTIVE,2018-06-22 17:18:35,2018-07-31 14:58:19,
d-server-077dbeed49a5228ff,049450565398,,vCPU,NA-US-CHI1.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),4201de68-5c55-28da-1f09-bd9a17cb5c7b,VMWARE_VM,ACTIVE,2018-06-22 17:17:22,2018-09-20 14:52:40,
d-server-0ebde4752c1c317a8,049450565398,,vCPU,NAIDCCTX-10.global.com,VMware ESXi,,,42016bf0-6c5f-c1ea-2173-e06e0b55ef65,VMWARE_VM,ACTIVE,2018-06-22 17:18:25,2018-07-10 13:36:03,
d-server-0442fe2974f94bd08,049450565398,,vCPU,CHIPRO-FP1.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42014818-ddaf-c1a6-d312-96fafb721d82,VMWARE_VM,ACTIVE,2018-06-22 17:17:22,2018-09-20 14:52:40,
d-server-04fe33a6160c69b11,049450565398,,vCPU,NYCOBTESTWF.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),4201188c-6edd-eff8-b28a-80ea97cd3513,VMWARE_VM,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:34,
d-server-05db2da4df13e54fd,049450565398,,vCPU,NA-US-IDC6.tmvn.com,VMware ESXi,,,564d7e77-b0f7-e933-42b4-cf6b070fd7b5,VMWARE_VM,ACTIVE,2018-06-22 17:18:23,2018-09-20 14:52:35,
d-server-028z0wuwrud7nn,049450565398,,vCPU,NAIDCOPSCENTER.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),42016e30-9cf7-b185-08d3-d67e5ddb6b2a,VMWARE_VM,ACTIVE,2018-08-24 13:34:55,2018-09-20 14:52:43,
d-server-09be6c47831263ac3,049450565398,,vCPU,naidcunicnxn2,VMware ESXi,linuxGuest,Red Hat Enterprise Linux 6 (64-bit),564d3e29-0322-6e60-8329-644f684007df,VMWARE_VM,ACTIVE,2018-06-22 17:18:25,2018-09-20 14:52:38,
d-server-068434bd7360451a7,049450565398,,vCPU,DALALTIRIS.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42015438-5cd1-23d1-e77e-5429b88987d5,VMWARE_VM,ACTIVE,2018-06-22 17:17:16,2018-09-20 14:52:41,
d-server-06ce6aeb51d959f98,049450565398,,vCPU,ADCUSJCHWR202PD.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42019ea0-ab89-b9d7-8836-ceba7c3dfcce,VMWARE_VM,ACTIVE,2018-06-22 17:17:24,2018-09-20 14:52:40,
d-server-01cf6bcc92bd58b39,049450565398,,vCPU,NA-US-LAB2.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42019d32-1237-ea0f-693a-45cc9f64b093,VMWARE_VM,ACTIVE,2018-06-22 17:17:16,2018-09-20 14:52:43,
d-server-066efbe690e0a1c48,049450565398,,vCPU,HBRPTR1.corp.fleishman.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201bcab-7724-ef1a-19a9-e94c73607078,VMWARE_VM,ACTIVE,2018-06-22 17:17:24,2018-09-20 14:52:40,
d-server-05e28bff5ef7fc5f6,049450565398,,vCPU,ADCCAMTLWR201PD.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201cca2-9580-3da1-09df-52833d9cd8ea,VMWARE_VM,ACTIVE,2018-06-22 17:17:14,2018-09-20 14:52:42,
d-server-0c5dd5ce5172d5dcb,049450565398,,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,,VMware ESXi,vmnix-x86,VMware ESXi 5.5.0 build-3029944,38393737-3430-4d32-3234-343030323731,VMWARE_HOST,ACTIVE,2018-06-22 17:17:12,2018-09-20 14:52:39,
d-server-02b949d6e14d3bfd7,049450565398,,vCPU,S613HS-PRINT.OMC.pvt,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201a1ec-852a-8ade-c923-ae00edf40aa2,VMWARE_VM,ACTIVE,2018-06-22 17:17:23,2018-09-20 14:52:40,
d-server-07bf85f4575f2bb0e,049450565398,,vCPU,ATL-Print.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201f471-d74c-ebc0-2541-6ca19778350c,VMWARE_VM,ACTIVE,2018-06-22 17:17:15,2018-09-20 14:52:40,
d-server-0b01e054e03fa1789,049450565398,,vCPU,PHDTORALTIRIS2.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42017094-62c8-4d31-75cb-01f5564f66d6,VMWARE_VM,ACTIVE,2018-06-22 17:18:33,2018-09-20 14:53:34,
d-server-02a15f5015f1c3d2f,049450565398,,vCPU,NAIDCOBVER.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),421b4bba-0ae6-ebba-7a10-17848c9857a3,VMWARE_VM,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:32,
d-server-0348c7a99cff15bd9,049450565398,,vCPU,APPUSIDC36501PD.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201b40f-ac09-8001-53b2-03a2de3b98e9,VMWARE_VM,ACTIVE,2018-06-22 17:18:29,2018-09-20 14:52:43,
d-server-0cb32946f076123ba,049450565398,,vCPU,,VMware ESXi,,,42015b4e-6782-1104-b9bb-aeecbb173373,VMWARE_VM,ACTIVE,2018-06-22 17:18:23,2018-09-20 14:52:36,
d-server-02b6d8f16ac8863be,049450565398,,vCPU,CTXUSSECAPP10PD.global.com,VMware ESXi,windowsGuest,windows9Server64Guest,42014197-ff3b-b2b0-b921-99948e0c45b8,VMWARE_VM,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:33,
d-server-02a92b6105a9d498d,049450565398,,vCPU,NAIDCNSEXT.global.com,VMware ESXi,,Microsoft Windows Server 2008 R2 (64-bit),42016cf9-14d2-f6e2-fdc9-782a54280992,VMWARE_VM,ACTIVE,2018-06-22 17:18:24,2018-07-31 14:57:21,
d-server-0b2f2c5c13a72428a,049450565398,,vCPU,NAIDCCOGDFS2V.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 (32-bit),4201c570-f4b6-7cce-17c3-963c0da4ad44,VMWARE_VM,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:32,
d-server-0f1a8f60e820fe2ae,049450565398,,vCPU,nycobtestapp.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),42012570-a6b8-0c0a-9125-6955f85787b0,VMWARE_VM,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:33,
d-server-07b81d8b4a30dd573,049450565398,,vCPU,NAIDCCTXFS.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),42012681-0480-aa66-8ea4-f6b5e6d4bf56,VMWARE_VM,ACTIVE,2018-06-22 17:18:25,2018-09-20 14:52:43,
d-server-024f98797f45f442a,049450565398,,vCPU,,VMware ESXi,,Ubuntu Linux (64-bit),42010641-ae4d-4f0f-4f08-edb9ffad0667,VMWARE_VM,ACTIVE,2018-06-22 17:18:33,2018-09-20 14:53:32,
d-server-02616dbdcb94b992b,049450565398,,vCPU,DDBCHIWVPRIUTL01.ny.ddb.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201238d-044f-6fb1-e97c-06182a0e7aa6,VMWARE_VM,ACTIVE,2018-06-22 17:17:22,2018-09-20 14:52:40,
d-server-00bb22481f375cb55,049450565398,,vCPU,CTXUSSECSFT01DV.global.com,VMware ESXi,windowsGuest,windows9Server64Guest,4201be6f-ed8c-c3ce-4be6-156e92222969,VMWARE_VM,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:33,
d-server-0db7708f220441593,049450565398,,vCPU,FLSUSCHIWR201PD.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),420150d8-fd1d-81c8-5e1e-205bad7b3d9f,VMWARE_VM,ACTIVE,2018-06-22 17:17:22,2018-09-20 14:52:40,
d-server-0fdc36e54453ff736,049450565398,,vCPU,chipro-fp.global.com,VMware ESXi,,Microsoft Windows Server 2003 Standard (32-bit),564dfccd-037c-6288-1c29-ea5f70de9e99,VMWARE_VM,ACTIVE,2018-06-22 17:17:22,2018-08-31 21:23:14,
d-server-0d94ff721637606ee,049450565398,,vCPU,CTXUSSECXEN02DV.global.com,VMware ESXi,windowsGuest,windows9Server64Guest,420100f0-2cea-9ed1-6fc8-e7f4d21af3ee,VMWARE_VM,ACTIVE,2018-06-22 17:18:35,2018-09-20 14:53:33,
d-server-01lyofftme4f1o,049450565398,,vCPU,nc-mussern.global.com,VMware ESXi,otherGuestFamily,"Linux 3.10.0-693.17.1.el7.x86_64 CentOS Linux release 7.4.1708 (Core) ",42010267-387b-ab3c-b178-39383954d493,VMWARE_VM,ACTIVE,2018-09-12 18:19:22,2018-09-20 14:52:42,
d-server-089d4d4fd1f0fa6bf,049450565398,,vCPU,NAIDCCOGFE3V.global.com,VMware ESXi,,Microsoft Windows Server 2008 (32-bit),564d8361-bd47-a68a-7447-32b1589751fe,VMWARE_VM,ACTIVE,2018-06-22 17:18:34,2018-07-31 14:58:19,
d-server-0d87cdd26536290b4,049450565398,,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,,VMware ESXi,vmnix-x86,VMware ESXi 5.5.0 build-3116895,39363436-3430-584d-5133-303330305a4c,VMWARE_HOST,ACTIVE,2018-06-22 17:17:11,2018-09-20 14:52:39,
d-server-02a1f0f47ea4ce7e1,049450565398,,vCPU,NAIDCBDEFP.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2003 Standard (32-bit),4201df24-12e0-61a8-4c47-30653ba1e9f9,VMWARE_VM,ACTIVE,2018-06-22 17:18:30,2018-09-20 14:52:42,
d-server-0df465c530e0a3e73,049450565398,,vCPU,nycstageapp1.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2008 R2 (64-bit),42011fd9-a357-36d5-90ad-e298179a80f7,VMWARE_VM,ACTIVE,2018-06-22 17:18:34,2018-09-05 17:36:01,
d-server-0f1966df91dad179b,049450565398,,vCPU,NA-CA-VAN1.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),4201366b-87cd-63ad-7217-ce5029caa405,VMWARE_VM,ACTIVE,2018-06-22 17:17:15,2018-09-20 14:52:40,
d-server-09853a6998a8db476,049450565398,,vCPU,WIN-MCSM08EINI5,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),42014f26-a5d7-ff3e-982b-18c6ef64f5be,VMWARE_VM,ACTIVE,2018-06-22 17:17:24,2018-09-20 14:52:40,
d-server-085c50776478036b4,049450565398,,vCPU,,VMware ESXi,,Microsoft Windows Server 2012 (64-bit),42012270-2e95-9128-e63a-c74ebf4d820d,VMWARE_VM,ACTIVE,2018-06-22 17:17:21,2018-09-20 14:52:31,
d-server-0b458acd504c17cd8,049450565398,,vCPU,DSYUSIDCGCD01PD.global.com,VMware ESXi,windowsGuest,Microsoft Windows Server 2012 (64-bit),420120bd-5663-be44-d098-66e89d36e539,VMWARE_VM,ACTIVE,2018-06-22 17:18:29,2018-09-20 14:52:43,
d-server-0039038d504694533,049450565398,,Intel(R) Xeon(R) CPU           E5504  @ 2.00GHz,,VMware ESXi,vmnix-x86,VMware ESXi 4.1.0 build-502767,00000000-0000-0000-0000-000000000000,VMWARE_HOST,ACTIVE,2018-06-22 17:17:11,2018-09-20 14:52:39,
d-server-06700d83d3f925b74,049450565398,,vCPU,PHD-200-149.global.com,VMware ESXi,windowsGuest,Microsoft Windows XP Professional (32-bit),4201c629-042a-9f14-ebcf-eab5134cd520,VMWARE_VM,ACTIVE,2018-06-22 17:17:21,2018-09-20 14:52:30,
d-server-09b4414a33414e024,049450565398,,vCPU,localhost.localdomain,VMware ESXi,linuxGuest,Linux 4.5.5-300.fc24.x86_64 Fedora release 24 (Twenty Four),4201dc71-c62d-8ccf-43b0-f3a43acd2b16,VMWARE_VM,ACTIVE,2018-06-22 17:18:35,2018-09-20 14:53:33,
