id,accountNumber,name,description,state,serverCount,creationTimeStamp,lastModifiedTimeStamp
d-application-0039038d504694533,049450565398,195-Dev_CMS,Harry Robinson - Dev CMS servers,ACTIVE,5,2018-07-19 17:48:11,2018-07-19 17:49:30
