accountNumber,serverId,name,macAddress,family,ipAddress,gateway,netMask,portGroupName,portGroupId,virtualSwitchName,state,creationTimeStamp,lastModifiedTimeStamp
049450565398,d-server-04e492880ad0bf07f,vmnic5,00:25:b3:b3:3d:c3,,,,,,,,ACTIVE,,
049450565398,d-server-0dceaa78183928167,,00:50:56:81:09:d0,,,,,Trunk 110,Trunk 110,Trunk 110,ACTIVE,,
049450565398,d-server-0789f97eb4dea8fea,,00:50:56:81:1a:d5,,,,,Trunk 105,Trunk 105,Trunk 105,ACTIVE,,
049450565398,d-server-002fa341ae0e416e6,vmnic2,3c:4a:92:f3:9c:20,,,,,,,,ACTIVE,,
049450565398,d-server-002fa341ae0e416e6,vmnic7,00:26:55:e4:86:fa,,,,,,,,ACTIVE,,
049450565398,d-server-002fa341ae0e416e6,vmnic6,00:26:55:e4:86:fb,,,,,,,,ACTIVE,,
049450565398,d-server-002fa341ae0e416e6,vmnic1,3c:4a:92:f3:9c:1e,,,,,,,,ACTIVE,,
049450565398,d-server-002fa341ae0e416e6,vmnic4,00:26:55:e4:86:f9,,,,,,,,ACTIVE,,
049450565398,d-server-002fa341ae0e416e6,vmnic3,3c:4a:92:f3:9c:22,,,,,,,,ACTIVE,,
049450565398,d-server-002fa341ae0e416e6,vmnic5,00:26:55:e4:86:f8,,,,,,,,ACTIVE,,
049450565398,d-server-002fa341ae0e416e6,vmnic0,3c:4a:92:f3:9c:1c,,,,,,,,ACTIVE,,
049450565398,d-server-00gtx7j91f3pyc,,00:50:56:81:0a:4a,,,,,Trunk 102,Trunk 102,Trunk 102,ACTIVE,,
049450565398,d-server-0025db43a885966c8,vmnic0,d4:85:64:7a:82:4a,,,,,,,,ACTIVE,,
049450565398,d-server-0025db43a885966c8,vmnic3,d4:85:64:7a:82:50,,,,,,,,ACTIVE,,
049450565398,d-server-0025db43a885966c8,vmnic2,d4:85:64:7a:82:4e,,,,,,,,ACTIVE,,
049450565398,d-server-0025db43a885966c8,vmnic1,d4:85:64:7a:82:4c,,,,,,,,ACTIVE,,
049450565398,d-server-06a841a9cf8dac4d6,vmnic0,d0:bf:9c:02:b4:90,,,,,,,,ACTIVE,,
049450565398,d-server-06a841a9cf8dac4d6,vmnic1,d0:bf:9c:02:b4:98,,,,,,,,ACTIVE,,
049450565398,d-server-0db6cc9ddd24895b0,,00:50:56:81:78:9f,,,,,Trunk 110,Trunk 110,Trunk 110,ACTIVE,,
049450565398,d-server-0cc69860e6b6ae818,vmnic0,28:80:23:e0:39:d8,,,,,,,,ACTIVE,,
049450565398,d-server-0cc69860e6b6ae818,vmnic1,28:80:23:e0:39:e0,,,,,,,,ACTIVE,,
049450565398,d-server-0df465c530e0a3e73,,00:50:56:81:3e:73,,,,,128 Subnet,128 Subnet,128 Subnet,ACTIVE,,
049450565398,d-server-04f66e8aaf3303a83,,00:50:56:81:30:cf,,,,,NAIDCSandbox,NAIDCSandbox,NAIDCSandbox,ACTIVE,,
049450565398,d-server-0d5714696d04b05da,,00:50:56:9b:5f:7e,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-084ffc0f11faa73ac,,00:50:56:81:13:53,,,,,VLAN 2022,VLAN 2022,VLAN 2022,ACTIVE,,
049450565398,d-server-043a15c4b9ab1e500,,00:50:56:81:00:1a,,,,,VLAN 2022,VLAN 2022,VLAN 2022,ACTIVE,,
049450565398,d-server-0691f4cee72b1a9a3,vmnic3,ac:16:2d:6e:29:7f,,,,,,,,ACTIVE,,
049450565398,d-server-0691f4cee72b1a9a3,vmnic2,ac:16:2d:6e:29:7e,,,,,,,,ACTIVE,,
049450565398,d-server-0691f4cee72b1a9a3,vmnic1,ac:16:2d:6e:29:7d,,,,,,,,ACTIVE,,
049450565398,d-server-0691f4cee72b1a9a3,vmnic0,ac:16:2d:6e:29:7c,,,,,,,,ACTIVE,,
049450565398,d-server-0691f4cee72b1a9a3,vmnic5,e4:11:5b:96:1d:af,,,,,,,,ACTIVE,,
049450565398,d-server-0691f4cee72b1a9a3,vmnic4,e4:11:5b:96:1d:ae,,,,,,,,ACTIVE,,
049450565398,d-server-08aae237cc78bf70c,,00:50:56:81:00:56,,,,,VM Network,VM Network,VM Network,ACTIVE,,
049450565398,d-server-0fc2b07915d825634,,00:50:56:81:3e:fe,,,,,Trunk 341,Trunk 341,Trunk 341,ACTIVE,,
049450565398,d-server-0d2f9f10d29679be3,vmnic2,1c:98:ec:1c:01:7a,,,,,,,,ACTIVE,,
049450565398,d-server-0d2f9f10d29679be3,vmnic3,1c:98:ec:1c:01:7b,,,,,,,,ACTIVE,,
049450565398,d-server-0d2f9f10d29679be3,vmnic1,1c:98:ec:1c:01:79,,,,,,,,ACTIVE,,
049450565398,d-server-0d2f9f10d29679be3,vmnic0,1c:98:ec:1c:01:78,,,,,,,,ACTIVE,,
049450565398,d-server-06e34835171a7703e,,00:50:56:81:4b:2f,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-0e08113283ad363b9,,00:50:56:81:47:6c,,,,,Trunk 100,Trunk 100,Trunk 100,ACTIVE,,
049450565398,d-server-069003ad4e133145c,vmnic7,e4:11:5b:b4:f5:65,,,,,,,,ACTIVE,,
049450565398,d-server-069003ad4e133145c,vmnic0,00:17:a4:77:24:08,,,,,,,,ACTIVE,,
049450565398,d-server-069003ad4e133145c,vmnic2,00:17:a4:77:24:42,,,,,,,,ACTIVE,,
049450565398,d-server-069003ad4e133145c,vmnic4,e4:11:5b:b4:f5:60,,,,,,,,ACTIVE,,
049450565398,d-server-069003ad4e133145c,vmnic1,00:17:a4:77:24:0a,,,,,,,,ACTIVE,,
049450565398,d-server-069003ad4e133145c,vmnic6,e4:11:5b:b4:f5:61,,,,,,,,ACTIVE,,
049450565398,d-server-069003ad4e133145c,vmnic5,e4:11:5b:b4:f5:64,,,,,,,,ACTIVE,,
049450565398,d-server-069003ad4e133145c,vmnic3,00:17:a4:77:24:48,,,,,,,,ACTIVE,,
049450565398,d-server-028934c5ccf3be8ea,vmnic1,1c:98:ec:5d:3a:a8,,,,,,,,ACTIVE,,
049450565398,d-server-028934c5ccf3be8ea,vmnic0,1c:98:ec:5d:3a:a0,,,,,,,,ACTIVE,,
049450565398,d-server-0aa8b1cf1ca5f318d,,00:50:56:81:04:b2,,,,,Trunk 100,Trunk 100,Trunk 100,ACTIVE,,
049450565398,d-server-0ce97340f301db193,,00:50:56:81:00:59,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-031fee1eb7028a018,,00:0c:29:0b:4c:da,,,,,VM Network,VM Network,VM Network,ACTIVE,,
049450565398,d-server-043667c1818a0c7eb,vmnic0,d0:bf:9c:03:70:c8,,,,,,,,ACTIVE,,
049450565398,d-server-043667c1818a0c7eb,vmnic1,d0:bf:9c:03:70:d0,,,,,,,,ACTIVE,,
049450565398,d-server-0086e334aaaf2b8ad,,00:50:56:81:24:b4,,,,,Trunk 105,Trunk 105,Trunk 105,ACTIVE,,
049450565398,d-server-001c660a62c149787,,00:50:56:81:00:31,,,,,Trunk 241,Trunk 241,Trunk 241,ACTIVE,,
049450565398,d-server-048933359b096f25f,,00:50:56:81:00:33,,,,,Trunk 241,Trunk 241,Trunk 241,ACTIVE,,
049450565398,d-server-06965ba13e537c4e1,,00:50:56:81:00:32,,,,,VM Network,VM Network,VM Network,ACTIVE,,
049450565398,d-server-01018959de28a5c59,,00:50:56:81:2e:cf,,,,,Trunk 100,Trunk 100,Trunk 100,ACTIVE,,
049450565398,d-server-01018959de28a5c59,,00:50:56:81:39:9f,,,,,Trunk 100,Trunk 100,Trunk 100,ACTIVE,,
049450565398,d-server-01018959de28a5c59,,00:50:56:81:6b:1e,,,,,Trunk 100,Trunk 100,Trunk 100,ACTIVE,,
049450565398,d-server-08abe232c17e22b66,,00:50:56:9b:13:7f,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-09cd2b22bc4bdadd9,vmnic0,94:57:a5:58:ae:c8,,,,,,,,ACTIVE,,
049450565398,d-server-09cd2b22bc4bdadd9,vmnic1,94:57:a5:58:ae:c9,,,,,,,,ACTIVE,,
049450565398,d-server-09cd2b22bc4bdadd9,vmnic3,94:57:a5:58:ae:cb,,,,,,,,ACTIVE,,
049450565398,d-server-09cd2b22bc4bdadd9,vmnic2,94:57:a5:58:ae:ca,,,,,,,,ACTIVE,,
049450565398,d-server-0cbed3ea05b5dfb0c,,00:50:56:81:6f:c4,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-09bc4cbce261d21d3,vmnic0,1c:98:ec:5d:dc:30,,,,,,,,ACTIVE,,
049450565398,d-server-09bc4cbce261d21d3,vmnic1,1c:98:ec:5d:dc:38,,,,,,,,ACTIVE,,
049450565398,d-server-0a89f7dd74de82a9c,,00:50:56:81:03:a0,,,,,NAIDCSandbox,NAIDCSandbox,NAIDCSandbox,ACTIVE,,
049450565398,d-server-0f94edeeb1f6d63c6,vmnic2,2c:76:8a:5d:b8:fe,,,,,,,,ACTIVE,,
049450565398,d-server-0f94edeeb1f6d63c6,vmnic1,2c:76:8a:5d:b8:fd,,,,,,,,ACTIVE,,
049450565398,d-server-0f94edeeb1f6d63c6,vmnic4,38:ea:a7:38:d8:dc,,,,,,,,ACTIVE,,
049450565398,d-server-0f94edeeb1f6d63c6,vmnic0,2c:76:8a:5d:b8:fc,,,,,,,,ACTIVE,,
049450565398,d-server-0f94edeeb1f6d63c6,vmnic5,38:ea:a7:38:d8:dd,,,,,,,,ACTIVE,,
049450565398,d-server-0f94edeeb1f6d63c6,vmnic3,2c:76:8a:5d:b8:ff,,,,,,,,ACTIVE,,
049450565398,d-server-05ebc9587f7ffffc0,,00:50:56:81:77:11,,,,,Trunk 105,Trunk 105,Trunk 105,ACTIVE,,
049450565398,d-server-000848c3c9553d363,,00:50:56:81:7a:e1,,,,,610 DDB VM,610 DDB VM,610 DDB VM,ACTIVE,,
049450565398,d-server-00e8abd6fb0d9123c,,00:50:56:9b:01:4b,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-0270a58b21a6af41c,,00:50:56:81:55:5b,,,,,Trunk 100,Trunk 100,Trunk 100,ACTIVE,,
049450565398,d-server-0270a58b21a6af41c,,00:50:56:81:0b:bc,,,,,Trunk 100,Trunk 100,Trunk 100,ACTIVE,,
049450565398,d-server-01be8cee2b8142761,,00:50:56:81:00:30,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-003247fa64556b2ea,vmnic1,1c:98:ec:2b:70:61,,,,,,,,ACTIVE,,
049450565398,d-server-003247fa64556b2ea,vmnic0,1c:98:ec:2b:70:60,,,,,,,,ACTIVE,,
049450565398,d-server-003247fa64556b2ea,vmnic3,1c:98:ec:2b:70:63,,,,,,,,ACTIVE,,
049450565398,d-server-003247fa64556b2ea,vmnic2,1c:98:ec:2b:70:62,,,,,,,,ACTIVE,,
049450565398,d-server-0bd63a1dd9e051700,,00:50:56:81:1a:b7,,,,,240 Subnet,240 Subnet,240 Subnet,ACTIVE,,
049450565398,d-server-0df465c530e0a3e73,,00:50:56:81:64:d8,,,,,128 Subnet,128 Subnet,128 Subnet,ACTIVE,,
049450565398,d-server-0c2ec495010d76bc2,,00:50:56:81:39:bd,,,,,Trunk 105,Trunk 105,Trunk 105,ACTIVE,,
049450565398,d-server-007dd54f6494e68d9,,00:50:56:9b:50:63,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-0deb2a6d1ed90cfa4,,00:50:56:81:5c:d1,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-0ff0b163386d91e72,,00:50:56:81:7c:4b,,,,,Trunk 100,Trunk 100,Trunk 100,ACTIVE,,
049450565398,d-server-042444e05799d74f7,vmnic2,3c:a8:2a:13:ae:ce,,,,,,,,ACTIVE,,
049450565398,d-server-042444e05799d74f7,vmnic3,3c:a8:2a:13:ae:cf,,,,,,,,ACTIVE,,
049450565398,d-server-042444e05799d74f7,vmnic0,3c:a8:2a:13:ae:cc,,,,,,,,ACTIVE,,
049450565398,d-server-042444e05799d74f7,vmnic1,3c:a8:2a:13:ae:cd,,,,,,,,ACTIVE,,
049450565398,d-server-0d5bf8ad4227fa456,,00:0c:29:d7:c3:83,,,,,VM Network,VM Network,VM Network,ACTIVE,,
049450565398,d-server-0b43aadae9f86f58f,vmnic0,e4:11:5b:b4:f4:b4,,,,,,,,ACTIVE,,
049450565398,d-server-0b43aadae9f86f58f,vmnic1,e4:11:5b:b4:f4:b8,,,,,,,,ACTIVE,,
049450565398,d-server-028z0wuwrud7nn,,00:50:56:81:0e:83,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-09be6c47831263ac3,,00:50:56:81:0b:2d,,,,,Trunk 110,Trunk 110,Trunk 110,ACTIVE,,
049450565398,d-server-0c5dd5ce5172d5dcb,vmnic0,28:80:23:e0:22:10,,,,,,,,ACTIVE,,
049450565398,d-server-0c5dd5ce5172d5dcb,vmnic1,28:80:23:e0:22:18,,,,,,,,ACTIVE,,
049450565398,d-server-02a15f5015f1c3d2f,,00:50:56:9b:32:41,,,,,Trunk 240,Trunk 240,Trunk 240,ACTIVE,,
049450565398,d-server-0cb32946f076123ba,,00:50:56:81:00:2b,,,,,Trunk 241,Trunk 241,Trunk 241,ACTIVE,,
049450565398,d-server-0f1a8f60e820fe2ae,,00:50:56:81:00:9e,,,,,Trunk 105,Trunk 105,Trunk 105,ACTIVE,,
